f_preferred_name,Fe,Fe_err,C,C_err,O,O_err,Mg,Mg_err,Si,Si_err,S,S_err,Ca,Ca_err,Ti,Ti_err,f_ra,f_dec,f_x,f_y,f_z,f_dist,f_disk,f_spec,f_vmag,f_bv,f_u,f_v,f_w,f_teff,f_logg,f_mass,f_radius,
HIP 94516 ,-0.01 ,0.04 ,,,-0.06 ,0.09 ,0.08 ,0.07 ,0.10 ,0.05 ,,,0.01 ,0.06 ,-0.01 ,0.05 ,288.5503686 ,-9.9715609 ,16.679 ,-49.702 ,-9.217 ,53.23 ,N/A ,K0V ,9.01 ,0.770 ,,,,5411.3 ,4.28 ,0.92 ,1.04 ,
HIP 94521 ,-0.01 ,0.17 ,,,,,0.04 ,0.10 ,0.02 ,0.04 ,,,-0.12 ,0.11 ,-0.08 ,0.12 ,288.5667284 ,-8.7190954 ,20.580 ,-61.270 ,-9.912 ,65.39 ,thin ,K4III ,6.54 ,0.977 ,-26.00 ,-15.90 ,-10.80 ,4929.8 ,3.21 ,,4.07 ,
2MASS 19414423+4431520 ,-0.30 ,0.04 ,-0.04 ,0.04 ,0.06 ,0.08 ,-0.14 ,0.07 ,-0.15 ,0.02 ,,,-0.18 ,0.01 ,-0.12 ,0.05 ,295.4343331 ,44.5310814 ,76.253 ,-160.340 ,174.666 ,249.06 ,N/A ,,,,,,,5012.0 ,4.51 ,0.82 ,0.84 ,
HIP 94528 ,-0.12 ,0.14 ,-0.12 ,0.09 ,0.05 ,0.09 ,0.12 ,0.07 ,0.00 ,0.05 ,,,0.01 ,0.06 ,-0.02 ,0.05 ,288.5854195 ,55.9403905 ,30.033 ,-89.315 ,139.388 ,168.25 ,thin ,K1II ,6.74 ,1.048 ,-19.00 ,-39.80 ,-23.20 ,4860.5 ,,,10.52 ,
2MASS 18444674+4729496 ,0.38 ,0.02 ,0.20 ,0.02 ,0.04 ,0.09 ,0.31 ,0.02 ,0.35 ,0.01 ,,,0.42 ,0.03 ,0.33 ,0.05 ,281.1947668 ,47.4971526 ,25.172 ,-127.189 ,141.480 ,191.90 ,N/A ,,,,,,,4534.5 ,4.49 ,0.76 ,0.74 ,
HIP 28999 ,0.04 ,0.04 ,0.07 ,0.09 ,-0.03 ,0.09 ,-0.11 ,0.07 ,0.03 ,0.05 ,,,0.01 ,0.06 ,0.14 ,0.05 ,91.7824084 ,-31.8974452 ,-2.728 ,87.667 ,-54.589 ,103.31 ,thin ,F7V ,7.92 ,0.543 ,-55.50 ,-49.40 ,-16.80 ,6133.5 ,3.86 ,1.19 ,2.13 ,
HIP 29001 ,-0.57 ,0.12 ,-0.33 ,0.09 ,-0.35 ,0.14 ,-0.44 ,0.02 ,-0.48 ,0.07 ,-0.28 ,0.09 ,-0.50 ,0.06 ,-0.56 ,0.01 ,91.7884348 ,16.5560813 ,-1.056 ,33.810 ,10.056 ,35.29 ,thin ,F5 ,7.34 ,0.543 ,-43.30 ,-30.60 ,3.40 ,6206.0 ,4.41 ,1.14 ,1.03 ,
HIP 94552 ,0.44 ,0.04 ,0.26 ,0.09 ,0.49 ,0.09 ,0.37 ,0.07 ,0.38 ,0.05 ,0.29 ,0.09 ,0.35 ,0.06 ,0.47 ,0.05 ,288.6603933 ,-31.7890465 ,23.760 ,-70.355 ,-46.023 ,87.36 ,N/A ,G6V ,9.44 ,0.738 ,,,,5434.5 ,4.31 ,0.98 ,1.15 ,
2MASS 19573158+4535320 ,0.22 ,0.04 ,0.15 ,0.09 ,0.01 ,0.09 ,0.19 ,0.07 ,0.20 ,0.05 ,,,0.23 ,0.06 ,0.20 ,0.05 ,299.3816213 ,45.5922667 ,106.324 ,-188.837 ,221.240 ,309.70 ,N/A ,,,,,,,4820.0 ,3.76 ,0.77 ,0.81 ,
HIP 94554 ,-0.90 ,0.10 ,,,,,-0.68 ,0.07 ,-0.77 ,0.05 ,,,-0.70 ,0.06 ,-0.71 ,0.05 ,288.6612989 ,76.3093555 ,32.502 ,-96.236 ,416.976 ,429.17 ,thin ,K5 ,7.52 ,1.601 ,28.40 ,-10.40 ,-33.40 ,3925.0 ,,,55.82 ,
2MASS 08374660+1926181 ,0.05 ,0.04 ,,,,,-0.01 ,0.07 ,0.09 ,0.05 ,,,0.10 ,0.06 ,-0.01 ,0.05 ,129.4442085 ,19.4383464 ,-111.877 ,135.987 ,62.145 ,186.74 ,N/A ,,,,,,,5915.6 ,4.50 ,1.15 ,1.15 ,
HIP 94556 ,-0.04 ,0.02 ,,,,,0.05 ,0.07 ,0.09 ,0.05 ,,,0.05 ,0.06 ,0.06 ,0.05 ,288.6648373 ,-45.1935275 ,20.557 ,-60.856 ,-64.670 ,91.15 ,thin ,G8III ,5.91 ,0.902 ,-42.80 ,-5.30 ,-8.70 ,5110.0 ,3.16 ,,8.47 ,
Gaia DR2 2726339892542980864 ,0.29 ,0.04 ,0.25 ,0.09 ,0.25 ,0.09 ,0.25 ,0.07 ,0.30 ,0.05 ,,,0.30 ,0.06 ,0.27 ,0.05 ,327.6657208 ,10.4629759 ,434.837 ,-275.257 ,95.038 ,523.34 ,N/A ,,,,,,,5508.4 ,4.17 ,1.07 ,1.41 ,
HIP 61802 ,-1.21 ,0.14 ,,,-0.83 ,0.09 ,-0.86 ,0.02 ,-1.02 ,0.08 ,,,-0.94 ,0.02 ,-0.92 ,0.16 ,189.9973931 ,12.6422407 ,-227.022 ,-40.019 ,51.706 ,236.25 ,N/A ,G5 ,9.79 ,0.652 ,,,,5613.4 ,3.87 ,,3.05 ,
HIP 94570 ,0.11 ,0.06 ,,,,,,,0.10 ,0.05 ,,,,,0.22 ,0.05 ,288.6980741 ,-58.0073127 ,8.959 ,-26.472 ,-44.738 ,52.75 ,thin ,G3V ,7.23 ,0.627 ,-4.60 ,-60.20 ,-39.70 ,5948.5 ,4.11 ,1.08 ,1.66 ,
HIP 94576 ,0.18 ,0.11 ,0.17 ,0.09 ,0.14 ,0.09 ,0.33 ,0.18 ,0.33 ,0.14 ,0.52 ,0.09 ,0.25 ,0.05 ,0.35 ,0.16 ,288.7092027 ,31.8603510 ,35.687 ,-105.376 ,69.143 ,130.99 ,thin ,K0 ,6.61 ,1.000 ,-51.90 ,-51.70 ,-32.70 ,4910.0 ,2.98 ,,8.16 ,
HIP 61811 ,0.03 ,0.04 ,0.02 ,0.09 ,0.11 ,0.09 ,0.10 ,0.07 ,-0.02 ,0.05 ,-0.01 ,0.09 ,0.12 ,0.06 ,0.04 ,0.05 ,190.0144192 ,68.8024437 ,-16.529 ,-2.919 ,43.279 ,46.42 ,thin ,G1V ,7.88 ,0.610 ,-83.50 ,-47.90 ,-11.00 ,5916.0 ,4.27 ,1.08 ,1.11 ,
2MASS 19081593+4152296 ,-0.16 ,0.04 ,-0.19 ,0.09 ,-0.31 ,0.09 ,-0.12 ,0.07 ,-0.14 ,0.05 ,,,-0.13 ,0.06 ,-0.12 ,0.05 ,287.0663703 ,41.8749281 ,136.296 ,-443.964 ,416.328 ,623.71 ,N/A ,,,,,,,5361.8 ,4.52 ,0.99 ,0.88 ,
HD 16894 ,0.07 ,0.04 ,,,,,-0.21 ,0.07 ,0.24 ,0.05 ,,,0.39 ,0.06 ,0.12 ,0.05 ,41.2988956 ,61.3863622 ,45.044 ,39.571 ,109.907 ,125.20 ,N/A ,,,,,,,5390.0 ,4.05 ,,3.57 ,
HIP 29074 ,0.09 ,0.02 ,,,0.00 ,0.09 ,0.12 ,0.10 ,0.06 ,0.05 ,0.10 ,0.09 ,0.08 ,0.04 ,0.10 ,0.02 ,91.9960992 ,27.4282290 ,-1.320 ,37.886 ,19.674 ,42.71 ,thin ,G0V ,8.02 ,0.626 ,-33.20 ,-21.60 ,-2.40 ,5912.0 ,4.49 ,1.09 ,1.03 ,
HIP 94615 ,0.13 ,0.06 ,0.17 ,0.14 ,0.11 ,0.14 ,0.14 ,0.05 ,0.14 ,0.10 ,,,0.13 ,0.03 ,0.15 ,0.08 ,288.8097816 ,19.6093508 ,26.591 ,-78.068 ,29.382 ,87.55 ,thin ,G5 ,9.67 ,0.687 ,-57.90 ,-60.50 ,26.90 ,5533.0 ,4.46 ,1.00 ,1.05 ,
HIP 61854 ,0.02 ,0.04 ,,,,,-0.01 ,0.07 ,0.03 ,0.05 ,,,0.10 ,0.06 ,0.17 ,0.05 ,190.1558264 ,40.2880334 ,-45.712 ,-8.188 ,39.367 ,60.88 ,thin ,G0... ,8.16 ,0.612 ,-10.50 ,9.90 ,-20.10 ,6050.0 ,4.90 ,1.17 ,1.07 ,
HIP 94623 ,-0.11 ,0.05 ,-0.27 ,0.09 ,-0.06 ,0.09 ,0.03 ,0.07 ,-0.03 ,0.05 ,,,0.08 ,0.06 ,0.03 ,0.05 ,288.8299029 ,50.0711215 ,27.790 ,-81.494 ,102.872 ,134.15 ,thin ,G8II-III ,6.27 ,0.930 ,4.80 ,4.50 ,9.10 ,5092.0 ,,,8.49 ,
HIP 29094 ,0.19 ,0.12 ,0.21 ,0.08 ,0.15 ,0.15 ,0.29 ,0.12 ,0.22 ,0.12 ,0.12 ,0.09 ,0.19 ,0.12 ,0.16 ,0.16 ,92.0567556 ,-53.2827787 ,-1.883 ,52.423 ,-70.332 ,87.74 ,thin ,F7V ,8.21 ,0.593 ,-33.10 ,-25.20 ,-20.60 ,5889.8 ,4.02 ,1.13 ,1.80 ,
2MASS 19180152+4522155 ,0.18 ,0.04 ,0.13 ,0.09 ,0.07 ,0.09 ,0.13 ,0.07 ,0.16 ,0.05 ,,,0.19 ,0.06 ,0.17 ,0.05 ,289.5063687 ,45.3710202 ,72.624 ,-205.012 ,220.330 ,309.60 ,N/A ,,,,,,,5942.0 ,4.31 ,1.11 ,1.26 ,
HIP 94645 ,0.23 ,0.15 ,0.20 ,0.12 ,0.12 ,0.20 ,0.16 ,0.16 ,0.18 ,0.10 ,0.11 ,0.16 ,0.25 ,0.12 ,0.18 ,0.14 ,288.8884586 ,-24.1793532 ,8.133 ,-23.771 ,-11.280 ,27.54 ,thin ,F8.5V ,6.25 ,0.548 ,-26.60 ,-12.70 ,-11.90 ,6153.0 ,4.44 ,1.17 ,1.24 ,
HIP 94648 ,-0.13 ,0.25 ,0.13 ,0.09 ,0.10 ,0.09 ,0.38 ,0.18 ,0.36 ,0.26 ,1.53 ,0.09 ,0.15 ,0.15 ,0.14 ,0.16 ,288.8874388 ,73.3555218 ,4.159 ,-12.157 ,42.980 ,44.86 ,thin ,K2+IIIbCN1 ,4.45 ,1.257 ,-3.00 ,-47.10 ,17.40 ,4425.0 ,2.12 ,,11.64 ,
HIP 94649 ,-0.06 ,0.08 ,-0.27 ,0.09 ,-0.07 ,0.09 ,-0.08 ,0.07 ,-0.11 ,0.05 ,,,-0.05 ,0.06 ,-0.09 ,0.05 ,288.8902735 ,61.5651521 ,49.792 ,-145.511 ,284.024 ,322.99 ,thin ,K2 ,7.85 ,1.046 ,20.60 ,-5.90 ,5.00 ,4832.3 ,,,10.46 ,
HIP 94666 ,-0.36 ,0.04 ,,,,,-0.20 ,0.07 ,-0.34 ,0.05 ,-0.27 ,0.09 ,-0.30 ,0.06 ,-0.29 ,0.05 ,288.9532664 ,38.3803022 ,16.397 ,-47.747 ,39.985 ,64.40 ,thin ,G0 ,7.75 ,0.551 ,-72.10 ,7.30 ,19.50 ,5963.2 ,4.06 ,1.07 ,1.59 ,
2MASS 23364036-3436404 ,0.22 ,0.04 ,0.15 ,0.09 ,0.18 ,0.09 ,0.15 ,0.07 ,0.16 ,0.05 ,,,0.27 ,0.06 ,0.23 ,0.05 ,354.1682361 ,-34.6112667 ,190.756 ,-19.483 ,-132.334 ,232.98 ,N/A ,,,,,,,5623.0 ,4.39 ,1.03 ,1.08 ,
HIP 61901 ,-0.11 ,0.04 ,,,,,0.05 ,0.11 ,0.09 ,0.02 ,,,-0.09 ,0.06 ,0.05 ,0.02 ,190.2770212 ,15.3766662 ,-13.453 ,-2.439 ,3.760 ,14.18 ,thin ,K4.5V ,7.91 ,1.109 ,22.50 ,-22.20 ,19.00 ,4582.8 ,4.37 ,0.70 ,0.72 ,
HIP 94674 ,0.08 ,0.04 ,,,,,-0.03 ,0.07 ,-0.13 ,0.05 ,,,0.20 ,0.06 ,0.47 ,0.05 ,288.9741499 ,-48.3577065 ,10.271 ,-29.873 ,-35.527 ,47.54 ,N/A ,K7 ,10.46 ,1.420 ,,,,4616.3 ,4.54 ,0.71 ,0.75 ,
HIP 94675 ,-0.15 ,0.06 ,-0.14 ,0.09 ,0.02 ,0.09 ,-0.10 ,0.02 ,-0.18 ,0.06 ,,,-0.08 ,0.06 ,-0.14 ,0.10 ,288.9778612 ,47.0611752 ,27.583 ,-80.208 ,91.151 ,124.51 ,thin ,F6V ,8.24 ,0.551 ,10.40 ,-12.70 ,-18.90 ,6160.0 ,3.99 ,1.17 ,2.05 ,
HIP 94678 ,-0.13 ,0.02 ,,,-0.01 ,0.09 ,0.00 ,0.07 ,-0.10 ,0.05 ,,,-0.07 ,0.06 ,-0.08 ,0.05 ,288.9861932 ,-30.3429988 ,21.353 ,-62.062 ,-38.419 ,76.05 ,thick ,G3V ,8.77 ,0.602 ,-48.20 ,-46.60 ,54.50 ,5776.7 ,4.16 ,1.05 ,1.28 ,
HIP 61940 ,0.02 ,0.02 ,0.03 ,0.05 ,-0.19 ,0.09 ,0.08 ,0.05 ,0.00 ,0.02 ,0.06 ,0.09 ,0.02 ,0.01 ,0.06 ,0.02 ,190.4071707 ,-56.6334171 ,-29.833 ,-5.479 ,-46.060 ,55.15 ,N/A ,K1/2III+F/G ,9.11 ,0.737 ,,,,5453.0 ,4.26 ,0.96 ,0.96 ,
HIP 61941 ,-0.03 ,0.04 ,0.06 ,0.09 ,0.13 ,0.09 ,0.04 ,0.06 ,-0.06 ,0.08 ,-0.15 ,0.03 ,-0.03 ,0.01 ,-0.08 ,0.02 ,190.4151176 ,-1.4494040 ,-11.484 ,-2.111 ,-0.295 ,11.68 ,thin ,F0V+... ,2.74 ,0.368 ,-35.10 ,-6.80 ,-17.60 ,4707.2 ,4.11 ,,,
HIP 61946 ,-0.01 ,0.05 ,-0.08 ,0.04 ,-0.11 ,0.02 ,0.04 ,0.12 ,-0.07 ,0.06 ,0.61 ,0.09 ,0.11 ,0.04 ,0.04 ,0.08 ,190.4355096 ,55.7246728 ,-12.944 ,-2.384 ,19.312 ,23.37 ,thin ,K3V ,8.27 ,0.955 ,14.50 ,2.80 ,-8.00 ,4939.3 ,4.48 ,0.80 ,0.73 ,
HIP 94715 ,-0.19 ,0.04 ,-0.45 ,0.09 ,-0.19 ,0.09 ,-0.20 ,0.07 ,-0.15 ,0.05 ,,,-0.14 ,0.06 ,-0.22 ,0.05 ,289.0932366 ,49.4244810 ,47.970 ,-138.583 ,171.248 ,225.46 ,N/A ,K0III ,7.23 ,1.046 ,,,,4709.5 ,,,16.65 ,
HIP 94726 ,0.27 ,0.04 ,,,0.20 ,0.09 ,0.29 ,0.07 ,0.18 ,0.05 ,,,-0.04 ,0.06 ,0.13 ,0.05 ,289.1250080 ,-49.2202793 ,72.748 ,-209.787 ,-257.423 ,339.95 ,N/A ,K0IIIPCH ,8.46 ,1.044 ,,,,4850.0 ,,,10.61 ,
HIP 94728 ,-0.15 ,0.04 ,-0.25 ,0.09 ,0.02 ,0.09 ,-0.02 ,0.07 ,-0.03 ,0.05 ,,,0.01 ,0.06 ,-0.05 ,0.05 ,289.1298311 ,48.3567404 ,46.383 ,-133.721 ,159.174 ,213.00 ,N/A ,G5 ,7.44 ,0.990 ,,,,5027.4 ,,,12.20 ,
HIP 29193 ,0.34 ,0.11 ,0.43 ,0.05 ,0.34 ,0.12 ,0.33 ,0.04 ,0.39 ,0.08 ,0.28 ,0.09 ,0.29 ,0.17 ,0.36 ,0.16 ,92.3654576 ,-51.3894358 ,-1.815 ,43.944 ,-55.073 ,70.48 ,N/A ,G2/3IV ,7.51 ,0.657 ,,,,5885.5 ,3.94 ,1.09 ,1.92 ,
2MASS 19114694+3913500 ,0.25 ,0.04 ,0.26 ,0.09 ,0.18 ,0.09 ,0.23 ,0.07 ,0.24 ,0.05 ,,,0.29 ,0.06 ,0.24 ,0.05 ,287.9456125 ,39.2305559 ,118.178 ,-364.891 ,313.157 ,495.16 ,N/A ,,,,,,,5019.6 ,4.49 ,0.88 ,0.88 ,
HIP 94734 ,0.16 ,0.02 ,0.15 ,0.02 ,0.06 ,0.06 ,0.20 ,0.08 ,0.12 ,0.02 ,,,0.16 ,0.01 ,0.16 ,0.04 ,289.1454276 ,40.0473221 ,33.527 ,-96.572 ,85.922 ,133.54 ,N/A ,,9.50 ,0.631 ,,,,5733.0 ,4.25 ,1.07 ,1.39 ,
HIP 61971 ,-0.54 ,0.02 ,,,-0.43 ,0.09 ,-0.36 ,0.07 ,-0.48 ,0.05 ,,,-0.49 ,0.06 ,-0.56 ,0.05 ,190.4982815 ,-5.2208567 ,-77.443 ,-14.351 ,-7.197 ,79.09 ,thin ,G5V ,8.06 ,0.747 ,3.00 ,-22.10 ,14.50 ,5506.4 ,3.57 ,0.94 ,2.49 ,
HIP 29205 ,0.32 ,0.04 ,0.06 ,0.12 ,0.12 ,0.16 ,0.57 ,0.03 ,0.49 ,0.08 ,1.17 ,0.01 ,0.42 ,0.14 ,0.34 ,0.05 ,92.3938498 ,-14.5846181 ,-2.578 ,61.661 ,-16.058 ,63.77 ,thin ,K2III ,5.56 ,1.150 ,-29.70 ,-12.30 ,-9.00 ,4655.0 ,2.66 ,,8.64 ,
HIP 61974 ,-0.87 ,0.04 ,,,,,-0.44 ,0.07 ,-0.56 ,0.05 ,,,-0.47 ,0.06 ,-0.49 ,0.05 ,190.5005908 ,72.9640247 ,-19.130 ,-3.546 ,63.496 ,66.41 ,thick ,G3 ,9.25 ,0.615 ,-52.40 ,-86.30 ,-18.10 ,5755.5 ,3.90 ,1.00 ,0.96 ,
2MASS 06450653+0048548 ,0.15 ,0.10 ,,,,,-0.07 ,0.07 ,0.01 ,0.05 ,,,0.12 ,0.06 ,0.26 ,0.05 ,101.2772527 ,0.8152516 ,-172.556 ,865.346 ,12.556 ,882.47 ,N/A ,,,,,,,5808.3 ,4.31 ,1.21 ,1.27 ,
HIP 94751 ,0.09 ,0.04 ,0.10 ,0.05 ,0.08 ,0.06 ,0.01 ,0.07 ,0.05 ,0.01 ,,,0.11 ,0.06 ,0.14 ,0.04 ,289.2024321 ,18.9763174 ,17.265 ,-49.573 ,18.051 ,55.51 ,thin ,F8V ,7.02 ,0.588 ,8.40 ,-8.90 ,-10.00 ,6106.2 ,4.05 ,1.14 ,1.82 ,
HIP 94755 ,-0.18 ,0.04 ,-0.08 ,0.04 ,-0.15 ,0.09 ,-0.05 ,0.14 ,-0.20 ,0.13 ,-0.18 ,0.02 ,-0.12 ,0.07 ,-0.08 ,0.16 ,289.2141086 ,46.9991040 ,9.434 ,-27.068 ,30.738 ,42.03 ,thin ,F6IV: ,6.02 ,0.479 ,-61.60 ,-37.80 ,12.10 ,6367.2 ,4.01 ,1.23 ,2.00 ,
HIP 94757 ,-0.16 ,0.04 ,-0.07 ,0.06 ,-0.27 ,0.12 ,-0.09 ,0.05 ,-0.13 ,0.10 ,-0.22 ,0.02 ,-0.08 ,0.10 ,-0.07 ,0.08 ,289.2175560 ,-10.9717768 ,9.555 ,-27.412 ,-5.628 ,29.57 ,thin ,F9V ,6.93 ,0.570 ,-56.20 ,-15.50 ,-8.50 ,6031.0 ,4.48 ,1.11 ,1.07 ,
2MASS 22044873-1201079 ,0.57 ,0.04 ,,,,,0.54 ,0.07 ,0.45 ,0.05 ,,,0.36 ,0.06 ,0.53 ,0.05 ,331.2030256 ,-12.0188885 ,226.949 ,-124.751 ,-55.136 ,264.78 ,N/A ,,,,,,,5371.0 ,4.28 ,0.98 ,1.11 ,
HD 215578 ,0.38 ,0.16 ,0.08 ,0.09 ,0.25 ,0.02 ,0.13 ,0.02 ,0.11 ,0.08 ,,,0.23 ,0.12 ,0.31 ,0.08 ,341.4933774 ,19.2502579 ,212.118 ,-71.001 ,78.116 ,236.93 ,N/A ,,,,,,,5036.0 ,3.37 ,,9.72 ,
HIP 94760 ,-0.14 ,0.02 ,,,,,-0.11 ,0.07 ,-0.18 ,0.05 ,,,-0.14 ,0.06 ,-0.13 ,0.05 ,289.2213378 ,63.2074012 ,11.574 ,-33.195 ,69.617 ,77.99 ,thin ,F5 ,6.93 ,0.505 ,4.40 ,-1.00 ,-13.50 ,6654.3 ,,,,
2MASS 19263522+4153047 ,-0.16 ,0.04 ,-0.12 ,0.09 ,-0.04 ,0.09 ,-0.22 ,0.07 ,-0.22 ,0.05 ,,,-0.15 ,0.06 ,0.01 ,0.05 ,291.6467375 ,41.8846619 ,236.279 ,-595.353 ,574.402 ,860.36 ,N/A ,,,,,,,6340.0 ,4.27 ,1.16 ,1.47 ,
HIP 94777 ,0.29 ,0.04 ,0.17 ,0.09 ,0.01 ,0.09 ,0.18 ,0.07 ,0.29 ,0.05 ,0.14 ,0.09 ,0.20 ,0.06 ,0.27 ,0.05 ,289.2720769 ,-34.1984536 ,19.808 ,-56.651 ,-40.783 ,72.56 ,N/A ,G0V ,8.71 ,0.607 ,,,,6069.8 ,4.21 ,1.14 ,1.40 ,
B-09 06003 ,0.41 ,0.04 ,0.30 ,0.09 ,0.27 ,0.09 ,0.33 ,0.07 ,0.28 ,0.05 ,,,0.39 ,0.06 ,0.33 ,0.05 ,338.3683885 ,-9.0227710 ,282.279 ,-111.942 ,-48.220 ,307.47 ,N/A ,,,,,,,4860.0 ,3.58 ,,3.12 ,
HIP 94779 ,0.08 ,0.13 ,-0.22 ,0.09 ,-0.02 ,0.09 ,-0.01 ,0.07 ,-0.05 ,0.05 ,,,0.01 ,0.06 ,-0.03 ,0.05 ,289.2756951 ,53.3684536 ,7.499 ,-21.442 ,30.551 ,38.07 ,thin ,G9III ,3.80 ,0.950 ,-27.10 ,-24.50 ,-10.70 ,4993.0 ,2.89 ,,8.89 ,
HIP 62012 ,0.16 ,0.02 ,-0.05 ,0.09 ,0.02 ,0.09 ,0.30 ,0.07 ,0.33 ,0.05 ,0.19 ,0.09 ,0.26 ,0.06 ,0.13 ,0.05 ,190.6477155 ,-48.8131072 ,-37.815 ,-7.109 ,-43.972 ,58.43 ,thin ,K1III ,4.66 ,1.075 ,-33.70 ,-10.00 ,-12.10 ,4730.0 ,2.22 ,,11.25 ,
HIP 29246 ,-0.54 ,0.11 ,-0.45 ,0.06 ,-0.23 ,0.35 ,-0.14 ,0.07 ,-0.28 ,0.08 ,0.22 ,0.09 ,-0.43 ,0.08 ,-0.42 ,0.12 ,92.4958897 ,58.9356929 ,-2.620 ,60.114 ,99.887 ,116.61 ,thin ,K0III ,5.35 ,1.096 ,-20.70 ,15.90 ,21.60 ,4600.0 ,2.35 ,,19.25 ,
HIP 29248 ,-0.14 ,0.02 ,,,0.17 ,0.11 ,-0.01 ,0.07 ,-0.04 ,0.05 ,,,-0.05 ,0.06 ,-0.05 ,0.05 ,92.5044601 ,17.9342123 ,-1.972 ,45.082 ,14.605 ,47.43 ,thin ,G2.V ,8.48 ,0.670 ,9.30 ,-66.70 ,16.70 ,5688.2 ,4.45 ,1.01 ,1.10 ,
HIP 94785 ,0.08 ,0.01 ,,,,,0.07 ,0.07 ,0.38 ,0.05 ,,,,,0.17 ,0.05 ,289.2959518 ,0.4973664 ,56.504 ,-161.388 ,1.484 ,171.00 ,thin ,G8/K0Ib ,7.64 ,1.237 ,44.40 ,5.60 ,-2.60 ,4641.7 ,,,11.85 ,
2MASS 11091871-6105429 ,0.58 ,0.04 ,,,,,0.33 ,0.07 ,0.34 ,0.05 ,,,0.35 ,0.06 ,0.41 ,0.05 ,167.3280203 ,-61.0952674 ,-1179.776 ,265.268 ,-2190.090 ,2501.75 ,N/A ,,,,,,,4970.7 ,4.28 ,1.08 ,1.25 ,
HIP 94801 ,-0.55 ,0.04 ,,,,,-0.63 ,0.07 ,-0.57 ,0.05 ,,,-0.41 ,0.06 ,-0.56 ,0.05 ,289.3422024 ,80.4764449 ,17.083 ,-48.666 ,307.434 ,311.73 ,N/A ,G5 ,7.85 ,0.902 ,,,,5048.0 ,,,14.39 ,
HIP 94802 ,-0.09 ,0.12 ,-0.03 ,0.09 ,0.08 ,0.09 ,0.00 ,0.07 ,-0.05 ,0.02 ,,,-0.02 ,0.02 ,-0.02 ,0.08 ,289.3435244 ,71.3469861 ,4.150 ,-11.821 ,37.113 ,39.17 ,thin ,G5 ,7.07 ,0.729 ,11.30 ,-14.50 ,-13.30 ,5591.0 ,4.19 ,0.98 ,1.47 ,
HIP 94803 ,-0.07 ,0.04 ,,,,,-0.09 ,0.07 ,0.07 ,0.05 ,,,-0.10 ,0.06 ,-0.10 ,0.05 ,289.3493429 ,-16.0734299 ,62.768 ,-178.742 ,-54.585 ,197.15 ,N/A ,K2III ,7.65 ,1.396 ,,,,4239.4 ,,,21.24 ,
2MASS 08405252+1928595 ,0.11 ,0.04 ,,,,,0.07 ,0.07 ,0.11 ,0.05 ,,,0.11 ,0.06 ,0.05 ,0.05 ,130.2188497 ,19.4832123 ,-115.330 ,136.383 ,63.190 ,189.46 ,N/A ,,,,,,,6148.0 ,4.14 ,1.23 ,1.28 ,
HIP 29269 ,-0.64 ,0.12 ,-0.29 ,0.09 ,-0.12 ,0.16 ,-0.32 ,0.07 ,-0.39 ,0.05 ,,,-0.42 ,0.06 ,-0.48 ,0.05 ,92.5532332 ,81.5128418 ,-0.581 ,13.028 ,87.392 ,88.36 ,thick ,G5IV-V ,8.94 ,0.618 ,-107.60 ,-87.50 ,-78.90 ,5933.6 ,3.99 ,,1.61 ,
HIP 29271 ,0.14 ,0.14 ,0.24 ,0.16 ,0.10 ,0.17 ,0.22 ,0.13 ,0.13 ,0.07 ,0.10 ,0.16 ,0.12 ,0.08 ,0.15 ,0.11 ,92.5603025 ,-74.7530440 ,-0.120 ,2.680 ,-9.841 ,10.20 ,thin ,G7V ,5.08 ,0.714 ,19.30 ,-31.50 ,-12.40 ,5656.7 ,4.47 ,0.99 ,0.99 ,
HIP 62039 ,0.14 ,0.06 ,0.11 ,0.08 ,0.09 ,0.06 ,0.20 ,0.08 ,0.11 ,0.04 ,0.17 ,0.10 ,0.09 ,0.02 ,0.11 ,0.06 ,190.7471878 ,-4.0493325 ,-41.768 ,-7.928 ,-3.010 ,42.62 ,thin ,G6/8V ,7.83 ,0.675 ,-11.60 ,-65.60 ,10.10 ,5675.2 ,4.35 ,1.02 ,1.17 ,
HIP 94813 ,-0.24 ,0.04 ,,,,,-0.11 ,0.07 ,-0.17 ,0.05 ,,,-0.23 ,0.06 ,-0.26 ,0.05 ,289.3862305 ,47.9524462 ,43.089 ,-122.450 ,143.929 ,193.82 ,N/A ,G5 ,7.26 ,1.075 ,,,,4901.6 ,,,11.75 ,
HIP 62046 ,0.02 ,0.08 ,-0.13 ,0.09 ,-0.03 ,0.09 ,0.25 ,0.07 ,0.41 ,0.05 ,1.30 ,0.09 ,0.27 ,0.06 ,0.17 ,0.05 ,190.7672008 ,61.1554214 ,-77.461 ,-14.731 ,143.162 ,163.44 ,thin ,K2III ,6.39 ,1.268 ,-39.30 ,-13.40 ,-14.40 ,4500.0 ,1.82 ,,17.87 ,
2MASS 19245834+4400313 ,0.00 ,0.04 ,-0.08 ,0.09 ,-0.21 ,0.09 ,0.00 ,0.07 ,0.00 ,0.05 ,,,0.03 ,0.06 ,0.00 ,0.05 ,291.2430661 ,44.0087078 ,179.440 ,-461.594 ,478.398 ,688.57 ,N/A ,,,,,,,4901.0 ,4.49 ,0.79 ,0.74 ,
